"Regione","Provincia","Comune","Codice Sito","Nome Sito","LONG ","LAT ","Data ","Ostreopsis cf. ovata cell/l","Ostreopsis cf. ovata cell/ g fw"
"Calabria","Reggio Calabria","Scilla","RC3V","Costa viola","15.685181","38.247706","7/30/2020","100","1398"
"Calabria","Reggio Calabria","Scilla","RC3V","Costa viola","15.685181","38.247706","8/10/2020","100","2972"
"Calabria","Reggio Calabria","Scilla","RC3V","Costa viola","15.685181","38.247706","8/24/2020","160","573"
"Calabria","Reggio Calabria","Scilla","RC3V","Costa viola","15.685181","38.247706","9/9/2020","40","379"
"Calabria","Reggio Calabria","Palmi","RC4P","Palmi","15.858489","38.380742","7/9/2020","60","323"
"Calabria","Reggio Calabria","Palmi","RC4P","Palmi","15.858489","38.380742","7/30/2020","960","1283"
"Calabria","Reggio Calabria","Palmi","RC4P","Palmi","15.858489","38.380742","8/10/2020","80","8452"
"Calabria","Reggio Calabria","Palmi","RC4P","Palmi","15.858489","38.380742","8/24/2020","40","151"
"Calabria","Reggio Calabria","Palmi","RC4P","Palmi","15.858489","38.380742","9/9/2020","280","624"
"Calabria","Reggio Calabria","Africo Bianco","RC1B","Capo Bruzzano","16.14405","38.03161111","6/29/2020","0","5"
"Calabria","Reggio Calabria","Africo Bianco","RC1B","Capo Bruzzano","16.14405","38.03161111","7/31/2020","40","865"
"Calabria","Reggio Calabria","Africo Bianco","RC1B","Capo Bruzzano","16.14405","38.03161111","8/11/2020","0","132"
"Calabria","Reggio Calabria","Africo Bianco","RC1B","Capo Bruzzano","16.14405","38.03161111","8/31/2020","0","6"
"Calabria","Reggio Calabria","Africo Bianco","RC1B","Capo Bruzzano","16.14405","38.03161111","9/10/2020","0","12"
"Calabria","Reggio Calabria","Motta San Giovanni","RC2L","Lazzaro","15.670122","37.96408611","6/29/2020","0","0"
"Calabria","Reggio Calabria","Motta San Giovanni","RC2L","Lazzaro","15.670122","37.96408611","7/31/2020","0","37"
"Calabria","Reggio Calabria","Motta San Giovanni","RC2L","Lazzaro","15.670122","37.96408611","8/11/2020","60","434"
"Calabria","Reggio Calabria","Motta San Giovanni","RC2L","Lazzaro","15.670122","37.96408611","8/31/2020","0","0"
"Calabria","Reggio Calabria","Motta San Giovanni","RC2L","Lazzaro","15.670122","37.96408611","9/10/2020","0","44"
"Calabria","Vibo Valentia","Pizzo","VV1","Porticciolo ","16.15822","38.73480","7/28/2020","40","1021"
"Calabria","Vibo Valentia","Pizzo","VV1","Porticciolo ","16.15822","38.73480","8/24/2020","0","0"
"Calabria","Vibo Valentia","Pizzo","VV1","Porticciolo ","16.15822","38.73480","9/21/2020","20","99"
"Calabria","Vibo Valentia","Briatico","VV2","La Rocchetta ","16.04284","38.72626","7/29/2020","80","686"
"Calabria","Vibo Valentia","Briatico","VV2","La Rocchetta ","16.04284","38.72626","8/24/2020","100","1212"
"Calabria","Vibo Valentia","Briatico","VV2","La Rocchetta ","16.04284","38.72626","9/21/2020","0","185"
"Calabria","Vibo Valentia","Briatico","VV3","S.Irene ","16.00269","38.72344","7/29/2020","20","/"
"Calabria","Vibo Valentia","Briatico","VV3","S.Irene ","16.00269","38.72344","8/24/2020","40","/"
"Calabria","Vibo Valentia","Briatico","VV3","S.Irene ","16.00269","38.72344","9/21/2020","0","/"
"Calabria","Vibo Valentia","Vibo Valentia","VV4","Lido Proserpina ","16.13239","38.71714","7/29/2020","140","2095"
"Calabria","Vibo Valentia","Vibo Valentia","VV4","Lido Proserpina ","16.13239","38.71714","8/24/2020","0","49"
"Calabria","Vibo Valentia","Vibo Valentia","VV4","Lido Proserpina ","16.13239","38.71714","9/21/2020","20","89"
"Calabria","Vibo Valentia","Ricadi","VV5","Baia di Riaci","15.86867","38.67126","7/29/2020","40","59"
"Calabria","Vibo Valentia","Ricadi","VV5","Baia di Riaci","15.86867","38.67126","8/25/2020","0","0"
"Calabria","Vibo Valentia","Ricadi","VV5","Baia di Riaci","15.86867","38.67126","9/22/2020","40","1942"
"Calabria","Vibo Valentia","Ricadi","VV6","Santa Maria di Ricadi","15.849967","38.60614","7/29/2020","320","227"
"Calabria","Vibo Valentia","Ricadi","VV6","Santa Maria di Ricadi","15.849967","38.60614","8/25/2020","20","950"
"Calabria","Vibo Valentia","Ricadi","VV6","Santa Maria di Ricadi","15.849967","38.60614","9/22/2020","80","94"
"Calabria","Catanzaro","Stalettì","CZ01VIP ","Copanello  Lido Guglielmo c/o discoteca VIP ","16.569556","38.76477778","6/29/2020","160","53"
"Calabria","Catanzaro","Stalettì","CZ01VIP ","Copanello  Lido Guglielmo c/o discoteca VIP ","16.569556","38.76477778","7/8/2020","240","38"
"Calabria","Catanzaro","Stalettì","CZ01VIP ","Copanello  Lido Guglielmo c/o discoteca VIP ","16.569556","38.76477778","7/23/2020","320","59"
"Calabria","Catanzaro","Stalettì","CZ01VIP ","Copanello  Lido Guglielmo c/o discoteca VIP ","16.569556","38.76477778","8/26/2020","200","89"
"Calabria","Catanzaro","Stalettì","CZ01VIP ","Copanello  Lido Guglielmo c/o discoteca VIP ","16.569556","38.76477778","9/7/2020","0","72"
"Calabria","Catanzaro","Stalettì","CZ06CAB ","Caminia c/o Lido La Cabana ","16.564556","38.75116667","6/29/2020","160","84"
"Calabria","Catanzaro","Stalettì","CZ06CAB ","Caminia c/o Lido La Cabana ","16.564556","38.75116667","7/8/2020","160","53"
"Calabria","Catanzaro","Stalettì","CZ06CAB ","Caminia c/o Lido La Cabana ","16.564556","38.75116667","7/23/2020","680","87"
"Calabria","Catanzaro","Stalettì","CZ06CAB ","Caminia c/o Lido La Cabana ","16.564556","38.75116667","8/26/2020","120","73"
"Calabria","Catanzaro","Stalettì","CZ06CAB ","Caminia c/o Lido La Cabana ","16.564556","38.75116667","9/7/2020","240","95"
"Calabria","Catanzaro","Soverato ","CZ08 SOV","c/o Lido S.Domenico","16.911472222222","39.165","6/29/2020","200","80"
"Calabria","Catanzaro","Soverato ","CZ08 SOV","c/o Lido S.Domenico","16.911472222222","39.165","7/8/2020","800","222"
"Calabria","Catanzaro","Soverato ","CZ08 SOV","c/o Lido S.Domenico","16.911472222222","39.165","7/23/2020","880","235"
"Calabria","Catanzaro","Soverato ","CZ08 SOV","c/o Lido S.Domenico","16.911472222222","39.165","8/26/2020","520","133"
"Calabria","Catanzaro","Soverato ","CZ08 SOV","c/o Lido S.Domenico","16.911472222222","39.165","9/7/2020","80","39"
"Calabria","Crotone","Melissa","KR-A","Torre Melissa","17.110255555556","39.303572222222","30/06/2020","660","1131"
"Calabria","Crotone","Melissa","KR-A","Torre Melissa","17.110255555556","39.303572222222","22/07/2020","1333","4448"
"Calabria","Crotone","Melissa","KR-A","Torre Melissa","17.110255555556","39.303572222222","26/08/2020","0","/"
"Calabria","Crotone","Crotone","KR-B","Crotone","17.132988888889","39.075852777778","30/06/2020","696","1570"
"Calabria","Crotone","Crotone","KR-B","Crotone","17.132988888889","39.075852777778","22/07/2020","848","2551"
"Calabria","Crotone","Crotone","KR-B","Crotone","17.132988888889","39.075852777778","26/08/2020","0","/"
"Calabria","Crotone","Isola di Capo Rizzuto","KR-C","Isola di Caporizzuto","17.099405555556","38.901","30/06/2020","863","1500"
"Calabria","Crotone","Isola di Capo Rizzuto","KR-C","Isola di Caporizzuto","17.099405555556","38.901","22/07/2020","1029","1333"
"Calabria","Crotone","Isola di Capo Rizzuto","KR-C","Isola di Caporizzuto","17.099405555556","38.901","26/08/2020","0","/"
"Calabria","Cosenza","Crosia","CSI1 ","Antistante Ristorante Giacomino","16.7945","39.609583333333","23/06/2020","0","15"
"Calabria","Cosenza","Crosia","CSI1 ","Antistante Ristorante Giacomino","16.7945","39.609583333333","07/07/2020","0","/"
"Calabria","Cosenza","Crosia","CSI1 ","Antistante Ristorante Giacomino","16.7945","39.609583333333","21/07/2020","0","0"
"Calabria","Cosenza","Crosia","CSI1 ","Antistante Ristorante Giacomino","16.7945","39.609583333333","10/08/2020","0","/"
"Calabria","Cosenza","Crosia","CSI1 ","Antistante Ristorante Giacomino","16.7945","39.609583333333","25/08/2020","0","/"
"Calabria","Cosenza","Crosia","CSI1 ","Antistante Ristorante Giacomino","16.7945","39.609583333333","15/09/2020","0","/"
"Calabria","Cosenza","Roseto Capo Spulico","CSI2 ","La Scogliera ant. Castello","17.037972222222","40.635255555556","22/06/2020","0","/"
"Calabria","Cosenza","Roseto Capo Spulico","CSI2 ","La Scogliera ant. Castello","17.037972222222","40.635255555556","06/07/2020","40","/"
"Calabria","Cosenza","Roseto Capo Spulico","CSI2","La Scogliera ant. Castello","17.037972222222","40.635255555556","20/07/2020","0","/"
"Calabria","Cosenza","Roseto Capo Spulico","CSI2 ","La Scogliera ant. Castello","17.037972222222","40.635255555556","11/08/2020","0","/"
"Calabria","Cosenza","Roseto Capo Spulico","CSI2 ","La Scogliera ant. Castello","17.037972222222","40.635255555556","24/08/2020","0","/"
"Calabria","Cosenza","Roseto Capo Spulico","CSI2","La Scogliera ant. Castello","17.037972222222","40.635255555556","14/09/2020","0","/"
"Calabria","Cosenza","Amantea","CST3 ","Scoglio Coreca","16.138277777778","39.16375","24/06/2020","0","/"
"Calabria","Cosenza","Amantea","CST3 ","Scoglio Coreca","16.138277777778","39.16375","08/07/2020","0","/"
"Calabria","Cosenza","Amantea","CST3 ","Scoglio Coreca","16.138277777778","39.16375","22/07/2020","0","/"
"Calabria","Cosenza","Amantea","CST3 ","Scoglio Coreca","16.138277777778","39.16375","17/08/2020","0","/"
"Calabria","Cosenza","Amantea","CST3 ","Scoglio Coreca","16.138277777778","39.16375","26/08/2020","0","/"
"Calabria","Cosenza","Amantea","CST3 ","Scoglio Coreca","16.138277777778","39.16375","16/09/2020","0","/"
"Calabria","Cosenza","Amantea","CST3 ","Scoglio Coreca","16.138277777778","39.16375","24/09/2020","0","/"
"Calabria","Cosenza","S.Lucido","CST4 ","Lo Scoglio","17.031111111111","40.6425","25/06/2020","0","/"
"Calabria","Cosenza","S.Lucido","CST4 ","Lo Scoglio","17.031111111111","40.6425","09/07/2020","0","0"
"Calabria","Cosenza","S.Lucido","CST4 ","Lo Scoglio","17.031111111111","40.6425","18/08/2020","0","/"
"Calabria","Cosenza","S.Lucido","CST4 ","Lo Scoglio","17.031111111111","40.6425","26/08/2020","0","/"
"Calabria","Cosenza","S.Lucido","CST4 ","Lo Scoglio","17.031111111111","40.6425","17/09/2020","0","/"
"Calabria","Cosenza","S.Lucido","CST4 ","Lo Scoglio","17.031111111111","40.6425","24/09/2020","0","/"
